Keyword,Count
metropolis light transport,2
i.4.1 image processing and computer vision digitization and image capture—,2
high dynamic range,2
euler operators,2
i.3.5 computer graphics: computational geometry and object modelling—,2
computer graphics standards,2
surface representation,2
allometry,2
computer‐aided design,2
graphics processors ,2
iteration,2
i.4.9 computer graphics: image processing and computer vision—applications,2
i.3.7 three‐dimensional graphics and realism: raytracing,2
web‐based interaction ,2
kd‐tree,2
quadtree,2
skeletal design,2
scattered data analysis,2
blends,2
computer graphics i.3.3: display algorithms,2
postscript,2
h.3.3 information storage and retrieval: information search and retrieval—information filtering,2
mesh models,2
j.5 computer applications: arts and humanities—literature,2
multiple‐volume scene representation,2
mesh models ,2
mesh geometry models ,2
shape modeling ,2
provenance,2
h.1.2,2
commands,2
forms,2
direct manipulation),2
e.4 coding and information theory: data compaction and compression ,2
arbitrary meshes,2
tetrahedra subdivision,2
h.5.2 computer graphics: information interfaces and presentation—user interfaces,2
sph,2
i.3.6 computer graphics: languages,2
h.5.2 information interfaces and presentation (e.g.,2
hci): user interfaces—evaluation/methodology,2
level‐of‐detail algorithms,2
visual,2
and virtual realities ,2
virtual reality ,2
computer graphics ,2
geometric analysis,2
importance,2
random walk,2
non‐photorealistic rendering  ,2
•computing methodologies  → collision detection ,2
i.3.3 computer graphics: line and curve generation ,2
appearance editing,2
bidirectional texture function,2
physically‐based animation,2
shape interpolation,2
ensemble visualization,2
urban modelling,2
• computing methodologies   → shape analysis ,2
tiled displays,2
i.3.3 computer graphics: picture/image generation display algorithms,2
i.4.0 image processing and computer vision: general image displays,2
1.3.3 computer graphics: picture/image generation,2
spot noise,2
stochastic process,2
• computing methodologies   → mesh models  ,2
stroke‐based illustration,2
digital typography,2
duality,2
minimization under constraints,2
local refinement,2
light field rendering,2
• computing methodologies   → shape analysis  ,2
fourier transform,2
blobs,2
i.5.3 pattern recognition: clustering—algorithms,2
computer graphics i.3.4: graphics utilities—graphics editors,2
image processing and computer vision i.4.6: segmentation—pixel classification,2
computer applications j.5: arts and humanities—fine arts,2
tree modelling,2
reflectance and shading models,2
i.3.7 computer graphics: three‐dimensional graphics and realism‐animation,2
pca,2
deformable bodies,2
multi‐scale,2
shadow removal,2
computer graphics i.3.7: three‐dimensional graphics and realism–animation,2
surface parameterization,2
human‐centred computing → visualization,2
simd,2
reflectance & shading models,2
btf,2
flow field visualization,2
lagrangian coherent structures (lcs),2
• computing methodologies → image manipulation  ,2
opinion mining,2
vector fields,2
physically based,2
scene clustering,2
binary space partitioning,2
conflict minimization,2
i.3.3 computer graphics: picture/image generation‐display algorithms,2
small multiples,2
stylization,2
sharpening and deblurring,2
i.3.5 computer graphics: computational geometry and object modeling ,2
virtual environment software architecture,2
experimental evaluation,2
networked virtual environments,2
geometric error,2
deformable surface,2
surface extraction,2
1.3.3 computer graphics: picture/image generation—antialiasing,2
i.3.5 computer graphics computational geometry and object modeling—geometric algorithms,2
gradient mesh,2
i.3.7 computer graphics: computer graphics—three‐dimensional graphics and realism,2
concepts and paradigms,2
interface issues,2
curve manipulation,2
betweenness centrality,2
two‐handed interaction.,2
object hierarchies,2
metaball,2
mie scattering,2
adaptive subdivision,2
•computing methodologies → point‐based models ,2
discrete lines,2
plasma,2
reflectance models,2
dynamic tessellation,2
1.3.7 computer graphics: three‐dimensional graphics and realism—animation,2
•computing methodologies → neural networks  ,2
hierarchical data structures,2
i.3.5 computer graphics: computer graphics—computational geometry and object modeling,2
immersive vr,2
computer graphics i.3.5: computational geometry and object modeling—,2
computer vision ‐ tracking,2
outdoor scenes,2
atmospheric rendering,2
mie‐scattering,2
hodge decomposition,2
spectral geometry processing,2
• computing methodologies → reflectance modelling,2
• computing methodologies → neural networks ,2
image composition,2
computer graphics i.3.2: graphics systems—distributed/network graphics,2
• computing methodologies → image‐based rendering  ,2
spline surfaces,2
i.4.7 image processing and computer vision: feature measurement—texture,2
•computing methodologies → reflectance modeling ,2
g.3 probability and statistics,2
• human‐centered computing → information visualization  ,2
visibility ordering,2
shape space,2
i.3.5 computer graphics: computational geometry and object modelling—object representations,2
i.4.7 image processing and computer vision: feature measurement—feature representation,2
i.4.7 computer graphics: feature measurement—feature representation,2
mesh,2
mathematics of computing   → time series analysis ,2
time‐dependent data,2
• human‐centered computing   → scientific visualization  ,2
nonlinear optimization,2
ray marching,2
i.3.7 computer graphics: colour,2
i.3.5 computer graphics: physically based modeling—,2
video see‐through,2
dithering,2
categories and subject descriptors (according to acm ccs): i.3.3 computer graphics: picture/image generation–line and curve generation,2
prepress,2
cmyk,2
lossy compression,2
i.3.3 computer graphics: picture/image generation ,2
skylight,2
compression techniques,2
terrain rendering,2
f.2.2 analysis of algorithms and problem complexity: nonnumerical algorithms and problems—geometrical problems and computations,2
i.3.m computer graphics: miscellaneous—visualization,2
i.3.7 computer graphics: three‐dimensional graphics and realism – color,2
•computing methodologies → ray tracing  ,2
normal estimation,2
categories and subject descriptors (according to acm ccs): i.3.5 computer graphics: computational geometry and object modelling—curve,2
self‐collision,2
•human‐centered computing → visualization techniques ,2
g.1.2 numerical analysis: approximation of surfaces and contours ,2
i.3.6 computer graphics: graphics data structures and data types,2
object representations,2
trimming,2
multimedia programming,2
graphics in education,2
design exploration,2
i.4.3 image processing and computer vision: enhancement—filtering,2
proximity queries,2
distance fields,2
i.3.5 computer graphics computational geometry and object modeling—curve,2
normal computation,2
function representation,2
i.3.3 computer graphics: three‐dimensional graphics and realism—animation,2
smoke,2
i.4.6 image processing and computer vision: segmentation—region growing,2
scientific visualization ,2
i.3 computer graphics,2
j.6 computer‐aided engineering,2
motion modelling,2
space deformation,2
space‐time object,2
fourth dimension,2
i.3.3 computer graphics: picture/image generation line and curve generation,2
mesh models  ,2
• computing methodologies → graphics systems and interfaces  ,2
implicit curve,2
•computing methodologies → image processing ,2
i.5.3 pattern recognition: clustering—similarity measures,2
•computing methodologies → computational photography ,2
mixed / augmented reality ,2
motion pattern,2
soft shadow,2
range images,2
3d scanning,2
•computing methodologies → animation  ,2
biological modelling,2
luminous intensity distribution,2
cae,2
•computing methodologies → image processing  ,2
laplace‐beltrami operator,2
medial axis,2
weird math,2
image compression ,2
i.3 computer graphics: shape modeling—shape analysis,2
e.4 coding and information theory: data compaction and compression—,2
j.3 computer applications: life and medical sciences,2
computing methodologies  → physical simulation ,2
g.3 probability and statistics: probabilistic algorithms,2
offset curves,2
i.3.6 computer graphics: interaction techniques,2
texture compression,2
1.3.6 computer graphics: methodology and techniques—interaction techniques,2
1.3.8 computer graphics: applications—,2
h.5.2 information interfaces and presentation: user interfaces—screen design,2
perception  ,2
visualization human‐centered computing: visualization techniques—,2
wavefront tracing,2
morphological operations,2
dilation,2
h.3.3 information storage and retrieval: information search and retrieval—,2
h.1.2 information systems: user/machine systems—human factors,2
i.3.3 computer graphics: geometry—shape deformation,2
surgical simulation,2
• computing methodologies → shape modelling,2
i.3.m computer graphics: miscellaneous—,2
j.5 computer applications: arts and humanities—fine arts,2
image warping,2
voxel‐based,2
light transport,2
h.5.2 information systems: information interfaces and presentation—user interfaces–graphical user interfaces,2
polygonal approximation,2
i.3.5 computer graphics: computational geometry and object modelling‐physically based modelling,2
finite elements,2
height field,2
massively parallel algorithms,2
photorealism,2
powders,2
virtual and augmented reality,2
functional maps,2
i.3.5 computer graphics: object hierarchies—,2
j.3 life and medical sciences: health,2
feature modelling,2
logical input devices,2
thin film,2
fraud detection,2
style,2
i.3.3 computer graphics: picture/image generation‐viewing algorithms,2
